"Customer No.",Company,Contact,Phone,Address,City,State,Zip,Type,"Sub Type",Country,Territory,"Address 2","Bookings YTD","Previous Years Bookings","Sub Type","Sales Rep 2"
"ARS002    ","Blue Falls Manufacturing / Arctic Spas","Glenn Amendt","(780)789-2626                 ","4549 - 52 Street",Thorsby,"AB                                                ","T0C 2P0        ","PROSPECT            ","                    ","Canada              ","ALBERTA             ","Box 560",0,0,"                    ","ZOWSLEY             "
"BSE002    ","Blue Spark Energy Inc.",,"(403)452-8343                 ","Unit 134, 4303 - 26th Street NE",Calgary,"AB                                                ","T1Y 7K2        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"BNE002    ","BNG Engineering",,"(780)463-5542                 ","7616 - 73rd Ave.",Edmonton,"AB                                                ","T6C 0C2        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"CT4004686 ","Boeing Canada Technology",,"(204)888-2300                 ","99 Murray Park Rd.",Winnipeg,"MB                                                ","R3J 3M6        ","CUSTOMER            ","ZZ TOP-100 (INSIDE) ","Canada              ","PRAIRIES            ","Winnipeg Division",0,0,"ZZ TOP-100 (INSIDE) ","ZOWSLEY             "
"BWS001    ","Bonnetts Wireline Services Ltd.",,"(780)513-3400                 ","RR2, Site 33, Box 1","Grand Prairie","AB                                                ","T8V 2Z9        ","PROSPECT            ","6. NEW PROSPECT     ","Canada              ","ALBERTA             ",,0,0,"6. NEW PROSPECT     ","ZOWSLEY             "
"BOR003    ","Borets Canada Ltd.",,"(780)955-4795                 ","2305 - 8th Street",Nisku,"AB                                                ","T9E 7Z3        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"CT4000989 ","Boundary Electric (1985) Ltd.",,"(250)442-5561                 ","PO Box 758","Grand Forks                   ","BC                                                ","V0H 1H0        ","CUSTOMER            ","2. TARGET (INSIDE)  ","Canada              ","BC                  ",,0,0,"2. TARGET (INSIDE)  ","ZOWSLEY             "
"BRI001    ","Brandt Industries Canada",A/P,"(306)791-7557                 ","P.O Box 317",Regina,"SK                                                ","S4P 3A1        ","CUSTOMER            ","TOP 50 - ZOWSLEY    ","Canada              ","PRAIRIES            ","13th Avenue & Pinkie Road",1405.67,54372.2,"TOP 50 - ZOWSLEY    ","ZOWSLEY             "
"BIC009    ","Brandt Industries Canada Ltd.",,"                              ","826 58th Street East",Saskatoon,"SK                                                ","S7K 5Z4        ","CUSTOMER            ","                    ","Canada              ","PRAIRIES            ",,0,421.7,"                    ","ZOWSLEY             "
"EM4015643 ","British Columbia Rapid Transit Company Limited",,"(604)520-3641                 ","6800 - 14th Avenue",Burnaby,"BC                                                ","V3N 4S7        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","BC                  ","Accounts Payable",0,0,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"BSA001    ","Broadcast Systems & Equipment Inc.",,"(403)668-0359                 ","#5, 1305 - 33rd Street NE",Calgary,"AB                                                ","T2A 5P1        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","ALBERTA             ",,0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"CJE001    ","C & J Electric","Clare Falk","(403)948-8700                 ","309 , 151 East Lake Blvd. NE",Airdrie,"AB                                                ","T4A 2G1        ","PROSPECT            ","3. GOOD PROSPECT    ","Canada              ","ALBERTA             ",,0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"CPA001    ","C & V Portable Accomodations Ltd.","Bill Yarn","(403)720-5609                 ","6633-86 Ave. SE",Calgary,"AB                                                ","T2C 2S4        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"CFT002    ","C FER Technologies",,"(587)754-2337                 ","3712 Roper Rd NW",Edmonton,"AB                                                ","T6B 3T9        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,3497.76,"                    ","ZOWSLEY             "
"CT4005957 ","C FER Technologies (1999) Inc.",,"(780)450-3300                 ","250 Karl Clark Road",Edmonton,"AB                                                ","T6N 1E4        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","ALBERTA             ",,0,5491.2,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"CPT001    ","cactus Pressure Testing",,"(780)513-8738                 ","9513-111 St.","Grande Pairie","AB                                                ","               ","PROSPECT            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"CAF003    ",CalFrac,"Allan Johnson","(780)402-3125                 ",,"Grande Prairie","AB                                                ","               ","PROSPECT            ","3. GOOD PROSPECT    ","Canada              ","ALBERTA             ",,0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"CWS004    ","Calfrac Well Services Ltd",,"(866)770-3722                 ","Canadian Division Head Office & Corporate Headquar",Calgary,"AB                                                ","T2P 1E3        ","PROSPECT            ","                    ","Canada              ","ALBERTA             ","411 - 8 Avenue SW",0,0,"                    ","ZOWSLEY             "
"CAL0013   ","CalFrac Well Services Ltd.",,"(866)771-3722                 ","1685 Semrau Drive NW","Medicine Hat","AB                                                ","T1C 1V8        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","ALBERTA             ","Unit #8",0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"CWS003    ","Calfrac Well Services Ltd.",,"(403)234-6645                 ","Canadian Technology Center",Calgary,"AB                                                ","T2A 7H8        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ","349 - 25th Street SE",0,0,"                    ","ZOWSLEY             "
"CT4003108 ","Calian Advanced Technologies",,"(306)931-3425                 ","18 Innovation Blvd.",Saskatoon,"SK                                                ","S7N 3R1        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","PRAIRIES            ",,0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"CES0012   ","Calmena Energy Services Drilling Division","Rick Van Ee","(780)986-1888                 ","6109 46 St",Leduc,"AB                                                ","T9E 6T8        ","PROSPECT            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"CAE009    ","Calrose Electric",,"(403)279-6945                 ","#3, 4045 - 74 Ave SE",Calgary,"AB                                                ","T2C 2H9        ","PROSPECT            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"CTC007    ","Cam Tran Co. Ltd.","Darren Phillips","(780)948-8710                 ","120 Diamond Avenue","Spruce Grove","AB                                                ","T7X 3B2        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"CT4002970 ","Camosun College",,"(250)370-4505                 ","3100 Foul Bay Road",Victoria,"BC                                                ","V8P 5J2        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","BC                  ","A/P Dept.",0,0,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"CT4003199 ","Campbell Scientific (Canada) Corp.",,"(780)454-2505                 ","14532 - 131 Avenue NW","Edmonton                      ","AB                                                ","T5L 4X4        ","CUSTOMER            ","COMPETITION         ","Canada              ","ALBERTA             ","                                                  ",0,0,"COMPETITION         ","ZOWSLEY             "
"WST14398  ","Canadian Advanced ESP",,"(780)469-0770                 ","5307 - 72A Avenue",Edmonton,"AB                                                ","T6B 2J1        ","CUSTOMER            ","6. NEW PROSPECT     ","Canada              ","ALBERTA             ",,0,1022.04,"6. NEW PROSPECT     ","ZOWSLEY             "
"CT4005884 ","Canadian Light Source Inc.",,"(306)657-3500                 ","University of Saskatchewan",Saskatoon,"SK                                                ","S7N 2V3        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","PRAIRIES            ","44 Innovation Blvd.",0,0,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"CNR004    ","Canadian Natural Resources Ltd.",,"(780)828-2700                 ","2840 76th Ave.",Edmonton,"AB                                                ","T6P 1J4        ","CUSTOMER            ","2. TARGET (INSIDE)  ","Canada              ","ALBERTA             ","Horizon Cross Dock c/o Transforce",0,0,"2. TARGET (INSIDE)  ","ZOWSLEY             "
