"Customer No.",Company,Contact,Phone,Address,City,State,Zip,Type,"Sub Type",Country,Territory,"Address 2","Bookings YTD","Previous Years Bookings","Sub Type","Sales Rep 2"
"VED003    ","Vertex Downhole",,"(403)243-4320                 ","10911 50 Street SE",Calgary,"AB                                                ","T2C 3E5        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"DAV189599 ","VMAC Global Technology Inc.",,"(250)754-6997                 ","1333 Kipp Road",Nanaimo,"BC                                                ","V9X 1R3        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","BC                  ",,0,0,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"WDD001    ","Wajax Power Systems",,"(403)253-7601                 ","4343 - 114 Avenue SE",Calgary,"AB                                                ","T2Z 3M5        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","ALBERTA             ",,0,6260.9,"3. GOOD PROSPECT    ","ZOWSLEY             "
"WAC006    ","Wave Control Systems Ltd.",,"(780)468-7019                 ","9612 - 60th Avenue",Edmonton,"AB                                                ","T6E 0C1        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","ALBERTA             ",,0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"DAV182921 ","West Coast Electric Ltd.                          ",,"(604)279-0448                 ","8090 River Road","Richmond                      ","BC                                                ","V6X 1X7        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","BC                  ","                                                  ",0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"WPE001    ","Western Pacific Enterprises Ltd.",,"(604)540-1321                 ","1321 Ketch Court",Coquitlam,"BC                                                ","V3K 6X7        ","CUSTOMER            ","                    ","Canada              ","BC                  ",,0,0,"                    ","ZOWSLEY             "
"WET002    ","Westgen Technologies",,"(587)997-4879                 ","333 7 Ave SW, #700",Calgary,"AB                                                ","T2P2Z1         ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","ALBERTA             ",,0,12470,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"WEM007    ","Westpine MDF","Greg Roll","(250)991-7178                 ","300 Carradice Road",Quesnel,"BC                                                ","V2J 5Z7        ","CUSTOMER            ","                    ","Canada              ","BC                  ",,0,0,"                    ","ZOWSLEY             "
"DAV107202 ","Westport Fuel Systems Canada Inc.",,"(604)718-2000                 ","101 - 1750 West 75th Avenue",Vancouver,"BC                                                ","V6P 6G2        ","CUSTOMER            ","ZZ$EXISTING ACCOUNT$","Canada              ","BC                  ",,0,4031.46,"ZZ$EXISTING ACCOUNT$","ZOWSLEY             "
"WDS002    ","Westquip Diesel Sales (Alta.) Ltd.",,"(780)960-5575                 ","11162- 261 Street",Acheson,"AB                                                ","T7X 6C7        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"CT4000896 ","WIKA Instruments Ltd.",,"(780)463-7035                 ","3103 Parsons Rd.",Edmonton,"AB                                                ","T6N 1C8        ","CUSTOMER            ","TOP 50 - ZOWSLEY    ","Canada              ","ALBERTA             ",,0,25668.26,"TOP 50 - ZOWSLEY    ","ZOWSLEY             "
"CT4000864 ","Willett Manufacturing (2010) Ltd.",,"(306)637-4420                 ","306 Kensington Ave., Southside",Estevan,"SK                                                ","S4A 2A4        ","CUSTOMER            ","2. TARGET (INSIDE)  ","Canada              ","PRAIRIES            ","PO Box 340",0,6383.5,"2. TARGET (INSIDE)  ","ZOWSLEY             "
"EM4006523 ","Xantrex Technology Inc.",,"(800)670-0707                 ","3700 Gilmore Way",Burnaby,"BC                                                ","V5G 4M1        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","BC                  ",,0,0,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"ZTI002    ","Zaber Technologies Inc.","Jonathan Reyes","(604)569-3780                 ","#2 - 605 West Kent Ave. N",Vancouver,"BC                                                ","V6P 6T7        ","CUSTOMER            ","2. TARGET (INSIDE)  ","Canada              ","BC                  ",,0,0,"2. TARGET (INSIDE)  ","ZOWSLEY             "
"ZES002    ","Zinc8 Energy Solutions",,"(604)781-8774                 ","Unit 1, 8765 Ash Street",Vancouver,"BC                                                ","V6P 6T3        ","CUSTOMER            ","TOP 50 - ZOWSLEY    ","Canada              ","BC                  ",,0,22313,"TOP 50 - ZOWSLEY    ","ZOWSLEY             "
